id,transaction_per_day,age,weight,height,prosperity_level
7710,18,46,67.72 kg,170.17 cm,Average
7711,25,95,67.77 kg,158.64 cm,Average
7712,19,51,59.18 kg,170.96 cm,Average
7713,41,33,72.98 kg,159.27 cm,Low
7714,27,25,76.33 kg,178.24 cm,Average
7715,20,55,52.08 kg,177.47 cm,Average
7716,15,90,63.26 kg,152.01 cm,Average
7717,39,28,60.71 kg,170.31 cm,Low
7718,20,93,51.79 kg,164.54 cm,Average
7719,44,21,68.7 kg,168.33 cm,Low
7720,25,88,72.11 kg,170.81 cm,Average
7721,15,70,70.67 kg,179.7 cm,Average
7722,17,55,74.05 kg,165.78 cm,Average
7723,25,31,56.55 kg,162.95 cm,Low
7724,25,91,62.5 kg,166.48 cm,High
7725,41,26,61.98 kg,177.58 cm,Low
7726,43,43,76.99 kg,159.58 cm,Low
7727,21,75,78.21 kg,171.33 cm,High
7728,46,47,58.19 kg,159.68 cm,Low
7729,18,29,67.04 kg,179.89 cm,Low
7730,44,42,54.32 kg,167.18 cm,Average
7731,20,41,78.18 kg,159.85 cm,Low
7732,17,84,55.59 kg,175.18 cm,Average
7733,17,57,66.02 kg,164.87 cm,High
7734,15,51,75.77 kg,163.48 cm,Average
7735,29,68,66.71 kg,178.15 cm,High
7736,16,21,63.34 kg,178.18 cm,Low
7737,32,23,76.68 kg,162.73 cm,Low
7738,22,66,79.24 kg,159.36 cm,High
7739,27,42,79.53 kg,173.54 cm,Low
7740,46,54,63.51 kg,173.24 cm,Low
7741,12,89,53.95 kg,168.62 cm,Average
7742,23,90,71.56 kg,159.39 cm,Average
7743,11,83,77.04 kg,155.0 cm,Average
7744,18,76,50.91 kg,151.81 cm,Average
7745,41,32,56.99 kg,165.68 cm,Low
7746,25,54,69.48 kg,173.33 cm,Low
7747,21,82,78.74 kg,155.28 cm,Average
7748,22,65,66.79 kg,171.43 cm,Average
7749,18,44,62.99 kg,166.14 cm,Average
7750,28,55,53.27 kg,169.11 cm,High
7751,35,31,61.44 kg,167.26 cm,Low
7752,29,55,56.88 kg,153.78 cm,Average
7753,16,50,57.9 kg,163.88 cm,Average
7754,27,33,57.36 kg,152.62 cm,Average
7755,45,45,56.88 kg,155.51 cm,Low
7756,12,48,70.14 kg,169.87 cm,Average
7757,29,39,74.7 kg,150.59 cm,Low
7758,28,53,73.48 kg,170.18 cm,High
7759,17,70,70.4 kg,154.76 cm,Average
7760,22,83,64.13 kg,151.55 cm,High
7761,32,46,55.24 kg,158.61 cm,Average
7762,24,94,79.61 kg,164.28 cm,Average
7763,27,56,74.5 kg,161.11 cm,Low
7764,14,70,59.21 kg,160.09 cm,High
7765,44,35,59.01 kg,150.46 cm,Average
7766,30,48,79.47 kg,172.41 cm,Low
7767,25,67,71.27 kg,179.61 cm,Average
7768,43,28,71.81 kg,171.47 cm,Low
7769,30,21,69.21 kg,153.52 cm,Low
7770,15,92,71.33 kg,155.52 cm,Average
7771,21,23,59.06 kg,176.06 cm,Average
7772,27,83,64.97 kg,159.17 cm,Average
7773,29,61,61.16 kg,170.18 cm,High
7774,22,76,71.82 kg,178.07 cm,Average
7775,15,51,72.67 kg,164.9 cm,High
7776,26,30,66.05 kg,160.8 cm,Low
7777,24,53,50.79 kg,169.29 cm,Average
7778,26,53,72.34 kg,160.32 cm,High
7779,19,69,58.77 kg,158.68 cm,Average
7780,20,83,70.79 kg,154.96 cm,High
7781,14,84,51.81 kg,170.98 cm,High
7782,30,36,,166.01 cm,Low
7783,22,51,75.14 kg,166.66 cm,Average
7784,13,79,65.26 kg,165.55 cm,High
7785,19,22,51.7 kg,172.65 cm,Low
7786,32,30,61.45 kg,155.21 cm,Low
7787,47,29,64.4 kg,177.48 cm,Average
7788,25,53,62.33 kg,152.01 cm,Average
7789,25,69,68.36 kg,162.67 cm,Average
7790,15,32,54.66 kg,151.47 cm,Average
7791,19,54,73.62 kg,165.74 cm,Average
7792,20,47,64.06 kg,165.16 cm,Average
7793,21,66,57.49 kg,171.62 cm,Average
7794,44,42,57.09 kg,166.1 cm,Average
7795,16,73,70.42 kg,171.78 cm,High
7796,32,56,62.45 kg,176.49 cm,Low
7797,29,58,54.93 kg,178.77 cm,High
7798,21,51,78.03 kg,172.65 cm,High
7799,25,85,69.81 kg,165.72 cm,Average
7800,39,50,56.86 kg,155.2 cm,Average
7801,37,50,56.01 kg,171.98 cm,Average
7802,26,45,62.22 kg,168.84 cm,High
7803,40,28,57.93 kg,166.17 cm,Low
7804,36,45,67.29 kg,165.37 cm,Low
7805,27,57,56.95 kg,168.32 cm,High
7806,26,73,59.07 kg,179.93 cm,High
7807,32,23,61.02 kg,179.67 cm,Average
7808,24,25,51.12 kg,153.7 cm,Low
7809,14,78,54.42 kg,150.86 cm,Average
7810,22,48,61.87 kg,,Average
7811,17,23,75.74 kg,179.36 cm,Low
7812,22,24,68.37 kg,159.92 cm,Average
7813,16,66,67.03 kg,173.93 cm,High
7814,17,55,51.21 kg,166.42 cm,Average
7815,25,62,56.04 kg,178.68 cm,Average
7816,18,74,53.52 kg,175.2 cm,Average
7817,37,37,77.38 kg,152.28 cm,Average
7818,32,25,50.44 kg,158.23 cm,Average
7819,26,41,,158.15 cm,Average
7820,20,58,58.08 kg,163.72 cm,Average
7821,20,59,54.25 kg,174.38 cm,Average
7822,15,85,78.3 kg,162.53 cm,
7823,46,40,56.94 kg,164.17 cm,Average
7824,25,53,74.53 kg,174.94 cm,High
7825,32,45,79.64 kg,177.09 cm,Average
7826,15,70,69.75 kg,169.9 cm,High
7827,17,,50.54 kg,175.35 cm,High
7828,26,19,65.92 kg,164.46 cm,Average
7829,18,20,78.23 kg,178.06 cm,Average
7830,36,,70.33 kg,170.53 cm,Average
7831,21,54,51.69 kg,175.8 cm,Average
7832,28,49,51.47 kg,151.25 cm,Average
7833,31,30,51.37 kg,166.86 cm,Average
7834,27,66,54.13 kg,163.35 cm,Average
7835,21,72,77.44 kg,171.12 cm,Average
7836,26,68,57.9 kg,177.52 cm,High
7837,40,53,74.41 kg,177.42 cm,Low
7838,18,87,74.21 kg,177.89 cm,Average
7839,22,34,56.99 kg,164.43 cm,Low
7840,34,30,50.65 kg,159.32 cm,Average
7841,39,25,60.08 kg,170.35 cm,Average
7842,26,50,75.7 kg,160.04 cm,Average
7843,27,35,79.04 kg,169.06 cm,Average
7844,26,77,76.59 kg,169.62 cm,Average
7845,16,69,70.83 kg,177.5 cm,High
7846,33,46,60.57 kg,176.33 cm,Low
7847,25,34,63.15 kg,158.95 cm,Low
7848,23,50,60.39 kg,176.56 cm,Average
7849,11,62,77.41 kg,157.4 cm,Average
7850,49,37,72.26 kg,153.9 cm,Low
7851,36,43,61.73 kg,157.95 cm,Low
7852,19,86,58.01 kg,163.19 cm,High
7853,23,63,69.84 kg,170.99 cm,High
7854,19,48,70.23 kg,155.42 cm,High
7855,30,92,62.37 kg,160.88 cm,Average
7856,23,42,63.91 kg,179.3 cm,High
7857,19,46,54.34 kg,173.22 cm,Average
7858,20,49,72.26 kg,156.42 cm,High
7859,,66,61.38 kg,165.05 cm,High
7860,20,59,68.87 kg,172.85 cm,High
7861,40,32,64.48 kg,165.03 cm,Average
7862,24,87,52.32 kg,150.36 cm,Average
7863,21,81,,151.46 cm,Average
7864,42,32,64.75 kg,155.43 cm,Low
7865,26,61,,159.26 cm,High
7866,40,26,73.79 kg,157.88 cm,Average
7867,42,34,59.93 kg,179.52 cm,Average
7868,22,40,65.49 kg,150.2 cm,Low
7869,25,50,76.37 kg,173.18 cm,Low
7870,22,67,56.17 kg,179.54 cm,Average
7871,26,87,53.38 kg,174.21 cm,Average
7872,,25,74.63 kg,164.67 cm,Low
7873,20,34,62.54 kg,172.43 cm,Average
7874,20,69,67.66 kg,163.78 cm,Average
7875,21,73,65.42 kg,151.52 cm,Average
7876,28,27,68.85 kg,166.89 cm,Low
7877,31,25,65.89 kg,175.04 cm,Average
7878,14,54,53.33 kg,176.13 cm,Average
7879,21,77,60.4 kg,174.25 cm,Average
7880,22,97,68.66 kg,168.55 cm,High
7881,19,75,66.81 kg,155.69 cm,Average
7882,14,61,68.63 kg,160.76 cm,Average
7883,15,42,63.7 kg,157.22 cm,Average
7884,32,52,69.8 kg,151.55 cm,Average
7885,15,88,74.87 kg,176.22 cm,Average
7886,37,37,52.34 kg,174.22 cm,Low
7887,15,88,58.06 kg,179.8 cm,High
7888,36,31,67.5 kg,178.08 cm,Low
7889,18,45,63.47 kg,178.18 cm,High
7890,18,67,69.32 kg,161.74 cm,Average
7891,13,72,53.68 kg,168.13 cm,Average
7892,17,,56.18 kg,168.12 cm,High
7893,18,52,54.94 kg,161.62 cm,Low
7894,22,56,56.95 kg,171.36 cm,Average
7895,27,80,61.54 kg,150.52 cm,High
7896,43,52,78.46 kg,154.42 cm,Average
7897,25,62,75.72 kg,158.86 cm,High
7898,21,79,74.92 kg,167.12 cm,Average
7899,31,51,76.86 kg,174.94 cm,Low
7900,40,51,75.16 kg,152.54 cm,Low
7901,27,29,75.79 kg,159.37 cm,Low
7902,24,90,70.65 kg,153.77 cm,High
7903,29,41,79.34 kg,151.33 cm,Average
7904,27,43,53.41 kg,159.76 cm,Average
7905,17,22,57.22 kg,151.59 cm,Average
7906,12,86,66.52 kg,174.99 cm,High
7907,17,42,50.03 kg,152.04 cm,High
7908,21,86,71.1 kg,153.94 cm,Average
7909,25,59,70.89 kg,171.54 cm,High
7910,15,49,57.25 kg,170.64 cm,Average
7911,36,52,71.24 kg,162.4 cm,Average
7912,16,86,59.91 kg,171.77 cm,High
7913,27,73,79.43 kg,153.32 cm,High
7914,14,58,66.63 kg,175.32 cm,High
7915,15,58,52.64 kg,170.72 cm,High
7916,26,58,79.68 kg,169.3 cm,Average
7917,17,72,76.13 kg,175.71 cm,Average
7918,46,54,58.99 kg,165.91 cm,Average
7919,45,49,59.46 kg,173.05 cm,Low
7920,45,42,59.63 kg,164.54 cm,Average
7921,21,53,63.4 kg,170.72 cm,Average
7922,23,29,77.79 kg,156.78 cm,Low
7923,16,90,78.86 kg,150.88 cm,Average
7924,21,39,51.26 kg,159.99 cm,Low
7925,22,63,55.68 kg,165.06 cm,
7926,22,43,66.11 kg,154.2 cm,Average
7927,30,33,63.46 kg,156.35 cm,Low
7928,41,31,75.68 kg,169.16 cm,Low
7929,39,31,52.18 kg,168.37 cm,Low
7930,19,50,66.84 kg,157.38 cm,Average
7931,20,87,53.79 kg,172.01 cm,High
7932,27,78,55.99 kg,176.95 cm,High
7933,44,,51.19 kg,166.46 cm,Low
7934,29,32,62.89 kg,175.23 cm,Low
7935,15,79,59.56 kg,177.48 cm,High
7936,39,37,79.94 kg,153.51 cm,Low
7937,26,86,79.86 kg,166.41 cm,High
7938,18,25,62.09 kg,159.89 cm,Average
7939,45,,66.53 kg,162.86 cm,Low
7940,16,82,57.57 kg,177.89 cm,High
7941,18,90,76.85 kg,170.63 cm,High
7942,44,48,69.49 kg,158.41 cm,Average
7943,19,39,75.79 kg,176.38 cm,Low
7944,,82,55.65 kg,163.59 cm,High
7945,44,42,66.24 kg,161.59 cm,
7946,26,87,69.26 kg,165.49 cm,High
7947,18,33,78.92 kg,150.06 cm,Average
7948,48,39,72.17 kg,158.19 cm,Average
7949,22,62,57.48 kg,160.87 cm,Average
7950,28,63,59.77 kg,156.63 cm,High
7951,19,84,61.21 kg,151.82 cm,Average
7952,23,58,77.86 kg,156.1 cm,Average
7953,16,70,56.15 kg,166.18 cm,High
7954,20,91,61.75 kg,170.37 cm,Average
7955,17,35,72.48 kg,153.1 cm,Average
7956,11,89,,166.65 cm,High
7957,27,48,69.15 kg,150.36 cm,Average
7958,37,37,65.47 kg,150.5 cm,Low
7959,14,56,61.13 kg,168.84 cm,Average
7960,19,22,76.36 kg,,Low
7961,22,82,73.38 kg,168.29 cm,High
7962,33,32,51.84 kg,164.22 cm,Average
7963,31,50,75.12 kg,161.26 cm,Low
7964,47,32,66.26 kg,154.73 cm,Average
7965,43,32,65.16 kg,153.98 cm,Average
7966,22,71,52.75 kg,153.86 cm,High
7967,22,63,73.0 kg,163.77 cm,High
7968,31,35,51.93 kg,172.12 cm,Low
7969,33,36,69.34 kg,166.26 cm,Low
7970,21,56,66.86 kg,175.61 cm,High
7971,,31,50.9 kg,171.17 cm,Average
7972,19,50,61.11 kg,158.73 cm,Low
7973,23,56,60.28 kg,175.06 cm,Average
7974,26,23,67.6 kg,178.45 cm,Average
7975,32,37,60.36 kg,151.49 cm,Average
7976,19,26,56.89 kg,169.29 cm,Low
7977,15,59,60.33 kg,176.76 cm,High
7978,19,42,70.42 kg,167.15 cm,High
7979,43,42,58.55 kg,162.45 cm,Low
7980,37,32,70.66 kg,153.92 cm,Low
7981,23,64,62.8 kg,153.34 cm,High
7982,26,58,79.26 kg,159.24 cm,Average
7983,23,49,74.57 kg,153.28 cm,Low
7984,21,45,76.72 kg,179.9 cm,Average
7985,46,46,51.83 kg,156.61 cm,Average
7986,16,83,67.74 kg,169.12 cm,Average
7987,26,,79.45 kg,157.22 cm,Low
7988,41,40,76.92 kg,168.29 cm,Low
7989,19,45,61.86 kg,177.2 cm,Low
7990,20,46,62.8 kg,174.46 cm,Average
7991,25,94,53.91 kg,178.26 cm,High
7992,35,48,73.72 kg,173.82 cm,Low
7993,28,99,78.41 kg,177.2 cm,High
7994,25,78,76.4 kg,168.37 cm,High
7995,34,22,71.67 kg,166.02 cm,Low
7996,28,25,59.01 kg,164.37 cm,Low
7997,32,55,57.14 kg,165.81 cm,
7998,23,56,71.98 kg,179.25 cm,High
7999,42,34,66.52 kg,164.08 cm,Average
8000,44,22,63.0 kg,173.91 cm,Low
8001,26,24,79.16 kg,179.26 cm,Low
8002,18,66,60.15 kg,175.51 cm,High
8003,48,42,54.89 kg,159.22 cm,Low
8004,23,73,77.37 kg,175.39 cm,High
8005,26,33,62.16 kg,167.61 cm,Average
8006,34,47,72.72 kg,154.95 cm,Low
8007,43,16,63.71 kg,167.94 cm,Low
8008,18,45,69.95 kg,154.83 cm,Low
8009,38,32,57.28 kg,171.25 cm,Average
8010,22,42,73.05 kg,154.91 cm,High
8011,25,81,73.42 kg,156.44 cm,Average
8012,41,21,76.56 kg,176.77 cm,Low
8013,35,36,59.81 kg,160.08 cm,Low
8014,36,46,55.75 kg,169.68 cm,Average
8015,22,92,74.11 kg,155.93 cm,Average
8016,30,52,75.7 kg,150.96 cm,High
8017,25,50,69.79 kg,159.34 cm,Average
8018,24,43,50.55 kg,151.63 cm,High
8019,19,60,64.92 kg,155.16 cm,Average
8020,19,40,79.6 kg,159.8 cm,Average
8021,18,71,59.2 kg,166.77 cm,High
8022,19,56,51.97 kg,157.44 cm,Average
8023,19,39,56.72 kg,158.7 cm,Low
8024,25,28,56.22 kg,169.29 cm,Average
8025,25,80,69.7 kg,167.08 cm,High
8026,13,52,55.6 kg,175.67 cm,High
8027,26,43,58.74 kg,172.3 cm,Low
8028,44,46,68.73 kg,158.49 cm,Low
8029,21,62,58.9 kg,172.88 cm,High
8030,18,87,73.61 kg,156.77 cm,High
8031,19,80,73.16 kg,174.44 cm,Average
8032,18,78,52.3 kg,176.24 cm,High
8033,19,67,77.17 kg,158.3 cm,Average
8034,36,46,54.52 kg,167.72 cm,Low
8035,44,52,53.17 kg,169.2 cm,Low
8036,34,22,70.74 kg,173.67 cm,Low
8037,22,43,71.79 kg,158.32 cm,Average
8038,37,50,74.19 kg,165.22 cm,Low
8039,39,54,72.04 kg,177.62 cm,Low
8040,14,70,53.52 kg,169.48 cm,High
8041,28,58,60.25 kg,164.62 cm,Average
8042,29,16,,151.13 cm,Low
8043,23,76,63.48 kg,170.34 cm,High
8044,24,60,72.46 kg,151.22 cm,Average
8045,39,27,78.65 kg,155.36 cm,Low
8046,45,51,77.05 kg,156.62 cm,Average
8047,24,60,62.35 kg,172.84 cm,Average
8048,20,89,66.98 kg,162.31 cm,High
8049,45,55,51.89 kg,178.09 cm,Average
8050,20,62,58.97 kg,173.15 cm,Average
8051,31,43,66.44 kg,171.78 cm,Average
8052,20,57,70.04 kg,166.65 cm,Low
8053,13,56,61.8 kg,171.51 cm,High
8054,17,54,67.0 kg,153.19 cm,High
8055,25,62,65.29 kg,179.09 cm,Average
8056,35,28,53.63 kg,150.35 cm,Low
8057,41,27,71.13 kg,176.66 cm,Average
8058,,66,69.13 kg,161.97 cm,High
8059,30,28,53.68 kg,173.63 cm,Average
8060,25,,74.56 kg,178.14 cm,Average
8061,26,42,63.42 kg,162.7 cm,Average
8062,38,35,74.67 kg,167.43 cm,Average
8063,20,35,73.94 kg,164.43 cm,Average
8064,24,47,73.84 kg,153.02 cm,Low
8065,23,87,58.06 kg,172.97 cm,Average
8066,20,84,73.78 kg,162.68 cm,High
8067,25,51,52.2 kg,156.28 cm,Average
8068,24,46,59.9 kg,151.32 cm,High
8069,48,24,52.48 kg,157.35 cm,Low
8070,23,96,50.03 kg,160.94 cm,Average
8071,20,22,54.18 kg,153.19 cm,Average
8072,28,80,68.95 kg,166.7 cm,High
8073,20,93,55.73 kg,157.79 cm,Average
8074,35,42,70.98 kg,163.2 cm,Average
8075,26,48,61.27 kg,162.73 cm,High
8076,12,55,76.09 kg,179.17 cm,Average
8077,48,50,76.36 kg,152.91 cm,Average
8078,14,56,75.64 kg,152.49 cm,High
8079,17,49,51.01 kg,176.77 cm,Average
8080,21,34,72.38 kg,179.12 cm,Average
8081,21,88,54.44 kg,169.51 cm,High
8082,26,91,68.37 kg,159.53 cm,Average
8083,37,46,58.66 kg,171.6 cm,
8084,22,84,71.9 kg,179.83 cm,Average
8085,16,92,69.04 kg,175.0 cm,Average
8086,46,42,63.77 kg,159.33 cm,Low
8087,17,25,68.65 kg,157.72 cm,Average
8088,19,39,55.35 kg,163.76 cm,Low
8089,33,19,62.21 kg,159.14 cm,Average
8090,42,55,56.11 kg,167.27 cm,Average
8091,23,87,60.73 kg,179.24 cm,High
8092,21,23,64.59 kg,155.0 cm,Low
8093,26,66,53.21 kg,177.2 cm,High
8094,17,55,67.96 kg,155.27 cm,High
8095,41,19,54.79 kg,167.08 cm,Low
8096,24,19,64.61 kg,164.42 cm,Average
8097,22,48,71.07 kg,157.41 cm,Average
8098,14,92,79.92 kg,152.05 cm,High
8099,46,54,54.48 kg,161.9 cm,Low
8100,40,47,50.02 kg,168.32 cm,Average
8101,29,83,68.52 kg,177.33 cm,High
8102,20,65,79.94 kg,166.85 cm,High
8103,21,89,56.09 kg,175.98 cm,Average
8104,17,63,76.82 kg,170.87 cm,High
8105,22,90,73.18 kg,154.33 cm,Average
8106,28,94,70.55 kg,,High
8107,27,30,72.3 kg,177.88 cm,Average
8108,16,69,63.96 kg,151.25 cm,Average
8109,31,25,79.41 kg,162.55 cm,Average
8110,38,50,75.75 kg,157.41 cm,Average
8111,19,32,71.4 kg,179.05 cm,Low
8112,22,51,50.06 kg,157.9 cm,High
8113,23,45,71.8 kg,158.38 cm,Average
8114,23,94,54.2 kg,171.61 cm,High
8115,27,42,70.87 kg,161.03 cm,Low
8116,28,24,76.22 kg,179.67 cm,Low
8117,47,38,55.74 kg,156.59 cm,Average
8118,26,42,66.72 kg,179.99 cm,Low
8119,44,56,57.41 kg,161.22 cm,Low
8120,21,50,57.33 kg,,Average
8121,40,28,59.23 kg,173.62 cm,Average
8122,20,73,79.1 kg,164.2 cm,Average
8123,42,28,59.02 kg,175.42 cm,Average
8124,15,45,66.06 kg,173.57 cm,Low
8125,22,86,65.82 kg,157.54 cm,High
8126,21,84,72.86 kg,168.15 cm,Average
8127,20,89,77.84 kg,164.79 cm,Average
8128,19,45,54.1 kg,167.72 cm,Average
8129,32,39,68.62 kg,175.53 cm,Low
8130,24,73,51.01 kg,158.09 cm,High
8131,23,57,56.27 kg,152.76 cm,Average
8132,21,78,51.13 kg,171.34 cm,High
8133,30,38,66.95 kg,162.18 cm,Low
8134,22,58,58.12 kg,175.31 cm,High
8135,29,37,52.72 kg,173.9 cm,Low
8136,17,88,79.1 kg,171.59 cm,High
8137,21,60,78.22 kg,154.88 cm,Low
8138,23,71,78.52 kg,171.34 cm,Average
8139,38,43,64.74 kg,177.75 cm,Low
8140,25,54,55.34 kg,168.2 cm,High
8141,,86,60.92 kg,171.89 cm,Average
8142,39,40,74.57 kg,163.61 cm,Low
8143,30,58,66.49 kg,170.94 cm,Average
8144,28,77,52.94 kg,171.35 cm,High
8145,29,22,63.18 kg,163.69 cm,Average
8146,17,58,59.77 kg,164.52 cm,High
8147,30,67,59.67 kg,,High
8148,24,76,63.29 kg,171.15 cm,Average
8149,38,39,60.08 kg,162.93 cm,Average
8150,17,81,76.92 kg,166.41 cm,Average
8151,19,27,75.14 kg,169.95 cm,Low
8152,27,86,78.57 kg,153.78 cm,Average
8153,36,44,65.08 kg,152.09 cm,Low
8154,33,40,70.85 kg,175.23 cm,Average
8155,26,79,78.48 kg,179.29 cm,High
8156,22,30,76.8 kg,163.5 cm,Low
8157,23,49,72.8 kg,151.64 cm,Low
8158,40,44,61.73 kg,172.69 cm,Average
8159,12,60,61.29 kg,,Average
8160,20,45,54.82 kg,151.48 cm,High
8161,37,42,52.22 kg,151.41 cm,Low
8162,29,25,53.44 kg,164.19 cm,Low
8163,14,99,63.9 kg,156.41 cm,Average
8164,19,93,64.12 kg,167.29 cm,High
8165,13,82,73.69 kg,171.36 cm,High
8166,13,93,56.66 kg,164.18 cm,High
8167,38,38,53.04 kg,174.4 cm,Low
8168,39,23,66.44 kg,175.58 cm,Average
8169,33,44,58.92 kg,159.82 cm,Average
8170,44,31,75.24 kg,160.03 cm,Low
8171,29,41,66.27 kg,161.49 cm,Average
8172,26,96,71.2 kg,154.74 cm,High
8173,46,24,55.92 kg,172.91 cm,Low
8174,25,88,60.85 kg,162.31 cm,Average
8175,12,79,52.05 kg,168.59 cm,High
8176,23,52,62.89 kg,173.98 cm,Average
8177,39,18,59.55 kg,152.03 cm,Low
8178,24,66,77.09 kg,160.31 cm,High
8179,21,48,63.69 kg,154.1 cm,Average
8180,23,38,53.52 kg,177.41 cm,Average
8181,20,36,60.8 kg,157.32 cm,Average
8182,25,50,78.44 kg,160.75 cm,Low
8183,36,32,61.44 kg,156.03 cm,Average
8184,19,79,69.65 kg,160.58 cm,High
8185,38,43,68.0 kg,159.87 cm,Low
8186,42,49,59.46 kg,158.61 cm,Average
8187,20,22,59.28 kg,158.33 cm,Low
8188,42,44,70.8 kg,173.55 cm,Low
8189,31,17,62.89 kg,154.57 cm,Average
8190,29,69,68.12 kg,153.6 cm,Average
8191,15,44,59.56 kg,164.03 cm,High
8192,27,57,53.92 kg,157.69 cm,High
8193,28,50,59.35 kg,158.66 cm,Low
8194,34,34,50.79 kg,179.11 cm,Low
8195,19,58,61.59 kg,167.71 cm,High
8196,34,43,55.11 kg,171.54 cm,Average
8197,30,34,56.6 kg,159.71 cm,Average
8198,29,26,57.58 kg,156.58 cm,Low
8199,27,90,77.0 kg,152.8 cm,Average
8200,25,22,62.77 kg,176.09 cm,Average
8201,45,48,60.34 kg,161.82 cm,Average
8202,48,34,62.72 kg,171.51 cm,Average
8203,22,58,65.07 kg,159.71 cm,High
8204,19,55,77.36 kg,163.53 cm,High
8205,31,26,56.66 kg,154.79 cm,Low
8206,15,47,53.95 kg,162.39 cm,High
8207,16,80,65.17 kg,171.51 cm,Average
8208,22,47,73.14 kg,154.89 cm,High
8209,19,56,61.52 kg,176.47 cm,Average
8210,18,67,55.56 kg,175.15 cm,High
8211,21,30,58.1 kg,156.59 cm,Low
8212,27,24,74.64 kg,164.03 cm,Average
8213,20,29,50.88 kg,163.62 cm,Low
8214,28,54,61.14 kg,175.92 cm,High
8215,20,49,78.01 kg,150.39 cm,High
8216,18,66,76.54 kg,153.71 cm,Average
8217,18,89,51.1 kg,164.4 cm,High
8218,27,42,78.96 kg,179.89 cm,Average
8219,46,28,61.43 kg,168.93 cm,Low
8220,16,89,69.82 kg,177.34 cm,Average
8221,21,89,67.1 kg,158.41 cm,High
8222,45,21,52.97 kg,178.79 cm,Low
8223,43,51,62.78 kg,151.47 cm,Low
8224,31,28,57.07 kg,157.07 cm,Average
8225,21,31,56.61 kg,170.49 cm,Average
8226,17,62,71.12 kg,176.61 cm,Average
8227,22,39,53.51 kg,178.19 cm,Low
8228,31,24,74.98 kg,162.36 cm,Average
8229,27,27,57.67 kg,164.97 cm,Low
8230,20,61,55.39 kg,172.17 cm,Average
8231,15,25,57.31 kg,161.1 cm,Average
8232,45,25,68.34 kg,155.52 cm,Average
8233,27,70,67.39 kg,150.37 cm,Average
8234,42,39,62.55 kg,163.71 cm,Low
8235,23,83,59.04 kg,178.24 cm,High
8236,26,33,57.97 kg,159.62 cm,Low
8237,40,60,63.77 kg,163.01 cm,Low
8238,,41,59.31 kg,175.55 cm,Average
8239,25,67,79.66 kg,161.98 cm,High
8240,32,28,55.74 kg,179.42 cm,Average
8241,30,21,50.01 kg,153.13 cm,Average
8242,36,37,52.62 kg,159.79 cm,Low
8243,32,39,58.65 kg,152.01 cm,Low
8244,15,72,53.62 kg,173.02 cm,High
8245,22,79,54.99 kg,153.09 cm,High
8246,21,49,64.83 kg,162.06 cm,Average
8247,20,85,56.5 kg,178.6 cm,High
8248,28,59,64.09 kg,172.66 cm,Average
8249,44,37,50.81 kg,177.36 cm,Average
8250,13,57,59.89 kg,178.63 cm,High
8251,45,50,74.92 kg,176.73 cm,Low
8252,47,28,67.18 kg,157.19 cm,Low
8253,18,85,56.27 kg,175.39 cm,High
8254,19,86,52.19 kg,163.85 cm,Average
8255,15,42,60.12 kg,167.48 cm,High
8256,15,48,71.8 kg,159.41 cm,Low
8257,46,57,66.48 kg,175.1 cm,Low
8258,24,45,60.1 kg,173.15 cm,Average
8259,18,76,77.04 kg,172.33 cm,Average
8260,46,21,59.93 kg,178.22 cm,Low
8261,24,46,60.9 kg,177.95 cm,Average
8262,24,84,72.05 kg,157.86 cm,Average
8263,18,86,71.48 kg,169.83 cm,Average
8264,15,97,65.46 kg,179.08 cm,High
8265,43,35,67.02 kg,169.94 cm,Average
8266,19,85,68.35 kg,166.88 cm,Average
8267,35,48,68.25 kg,160.72 cm,Average
8268,28,26,61.56 kg,167.36 cm,Low
8269,43,34,52.67 kg,169.59 cm,Low
8270,26,70,69.84 kg,150.98 cm,High
8271,16,24,63.34 kg,162.28 cm,Low
8272,27,80,72.54 kg,150.52 cm,High
8273,45,51,51.83 kg,161.74 cm,Average
8274,41,47,75.71 kg,162.78 cm,Low
8275,17,43,71.28 kg,164.23 cm,Low
8276,18,63,61.84 kg,153.66 cm,Average
8277,23,74,79.55 kg,165.75 cm,High
8278,46,37,60.88 kg,167.38 cm,Low
8279,16,61,50.11 kg,165.88 cm,High
8280,27,42,65.39 kg,157.1 cm,Low
8281,37,37,58.9 kg,169.64 cm,Average
8282,24,78,62.11 kg,151.45 cm,Average
8283,19,60,65.26 kg,151.14 cm,High
8284,23,90,67.56 kg,153.36 cm,High
8285,20,49,65.51 kg,153.05 cm,Average
8286,19,62,74.32 kg,153.92 cm,High
8287,42,32,57.06 kg,169.58 cm,Low
8288,35,37,66.24 kg,178.35 cm,Average
8289,16,40,54.95 kg,171.33 cm,Low
8290,21,78,60.52 kg,172.97 cm,High
8291,23,81,78.32 kg,158.11 cm,Average
8292,32,49,68.56 kg,167.39 cm,Average
8293,23,42,78.81 kg,178.59 cm,Low
8294,21,88,59.4 kg,173.8 cm,High
8295,12,60,74.99 kg,165.64 cm,High
8296,26,72,,176.96 cm,Average
8297,20,63,56.02 kg,164.42 cm,High
8298,20,57,65.33 kg,160.58 cm,Low
8299,24,51,68.04 kg,164.38 cm,Average
8300,33,59,59.54 kg,158.85 cm,Average
8301,26,54,52.34 kg,157.42 cm,High
8302,33,57,65.65 kg,154.52 cm,Low
